Depth     DS        PS        IK        BK        PZ
2496.60   24.8013   92.0639   175.0635  4.8577    6.8157
2496.80   24.8207   91.9308   174.8216  5.0830    6.8328
2497.00   24.8110   92.9833   173.9267  4.9218    6.7326
2497.20   24.7508   93.8301   172.5239  5.0074    6.6740
2497.40   24.6596   94.2899   171.8708  5.2005    7.0258
2497.60   24.6150   94.1084   171.8950  5.2258    7.0282
2497.80   24.5820   93.8906   172.3304  5.1752    7.0184
2498.00   24.5801   93.7455   173.1527  5.0640    6.4248
2498.20   24.5878   93.8301   175.0877  4.8595    6.5103
2498.40   24.5878   94.1810   176.4663  4.7855    6.5421
2498.60   24.6111   94.5318   177.1194  4.7622    6.2978
2498.80   24.6266   94.6770   177.1436  4.6164    6.1732
2499.00   24.6072   94.8585   176.7082  4.5240    6.3686
2499.20   24.5956   95.0157   175.3779  4.4886    6.7180
2499.40   24.6460   94.7980   173.2011  4.5649    7.0429
2499.60   24.7625   94.0600   170.4680  5.0093    7.0404
2499.80   24.8770   93.2132   166.8642  5.0488    7.3018
2500.00   24.9546   93.2737   162.9218  5.5010    7.5608
2500.20   25.0167   93.3946   159.5114  6.3855    7.4679
2500.40   25.0982   93.2495   157.1169  6.7369    7.2017
2500.60   25.1700   93.1164   159.1970  5.5946    7.4118
2500.80   25.2108   93.1164   163.0911  5.2219    7.4582
2501.00   25.2205   92.9833   166.3563  4.7604    6.8084
2501.20   25.2884   92.6325   167.8559  4.8961    6.6593
2501.40   25.3098   92.4389   168.4363  5.2533    6.8890
2501.60   25.3001   92.6930   169.4280  5.2083    6.6838
2501.80   25.2903   93.8422   172.0885  5.0224    6.5494
2502.00   25.2263   94.7980   175.7891  5.0186    6.4321
2502.20   25.2166   95.2335   174.7491  4.8778    6.2269
2502.40   25.2360   95.7779   175.7649  4.9108    6.3051
2502.60   25.2457   95.7416   178.3529  4.9311    6.4395
2502.80   25.2050   94.8827   179.3204  4.7998    6.3198
2503.00   25.0458   94.6891   180.9409  4.6564    6.0804
2503.20   24.9022   95.1367   183.0209  4.4384    6.0462
2503.40   24.7644   94.4955   182.1986  4.5054    6.0535
2503.60   24.6441   93.5640   178.8366  4.5923    6.2416
2503.80   24.5742   94.0116   183.3837  4.7498    6.1219
2504.00   24.5296   95.0157   187.2536  4.9440    5.8068
2504.20   24.5141   96.2981   189.3095  4.5631    5.7286
2504.40   24.5509   96.7578   190.1076  4.4567    5.6895
2504.60   24.6829   97.0360   190.7849  4.4284    5.8043
2504.80   24.7819   96.5521   190.7849  4.2227    5.6700
2505.00   24.9061   95.8747   187.1085  4.2640    6.1219
2505.20   25.0555   94.5802   182.7549  4.8888    6.4590
2505.40   25.2147   93.2132   178.4980  6.1692    6.8279
2505.60   25.2380   91.8945   174.1928  5.7453    7.2725
2505.80   25.1603   91.4348   175.3779  5.1231    6.8816
2506.00   25.1409   93.0801   177.5789  4.9644    6.2025
2506.20   25.2050   93.9027   180.3120  4.7909    6.1219
2506.40   25.3136   94.2173   183.0451  4.5359    5.9265
2506.60   25.4068   95.0641   185.7540  4.4718    6.0169
2506.80   25.4786   95.8384   187.5438  4.5512    6.0144
2507.00   25.4592   96.1771   187.7132  4.7658    5.8434
2507.20   25.3951   96.1892   186.9392  4.8142    6.1317
2507.40   25.2942   95.9835   186.4312  4.7196    5.9851
2507.60   25.1817   95.6811   185.8991  4.7998    5.9802
2507.80   25.1215   95.3424   185.5605  4.6739    6.1317
2508.00   25.1526   95.1125   185.2219  4.5376    6.2416
2508.20   25.1836   94.5439   184.6656  4.6739    6.1756
2508.40   25.2166   94.8343   183.8675  4.8323    6.0315
2508.60   25.3796   95.2819   183.7949  4.6061    6.0071
2508.80   25.4592   95.6327   182.3921  4.4768    6.1781
2509.00   25.4204   95.3545   181.0618  4.7498    6.4224
2509.20   25.3156   94.4834   178.9576  5.0621    6.2953
2509.40   25.1681   93.9511   177.7724  5.2161    6.3295
2509.60   24.9992   93.8060   177.0226  5.0754    6.3271
2509.80   24.8789   93.8664   176.7324  4.8888    6.5812
2510.00   24.8964   93.7455   176.9017  4.8251    6.2978
2510.20   24.9274   93.6608   177.2403  4.8070    6.1341
2510.40   24.9080   93.3704   177.5789  4.7783    6.3735
2510.60   24.9061   92.9228   178.6915  5.0375    6.4273
2510.80   24.9468   92.9833   180.5781  4.9924    6.1634
2511.00   25.0128   94.3745   182.5130  4.5274    6.0462
2511.20   25.0478   94.9794   183.7949  4.2592    5.8141
2511.40   25.0381   95.2335   184.3512  4.2864    5.8312
2511.60   25.0148   95.3424   184.5447  4.4734    6.1097
2511.80   25.0148   95.5238   184.4479  4.6861    6.0291
2512.00   25.0148   95.6327   184.6414  4.6199    5.9338
2512.20   25.0070   95.6327   184.7624  4.6113    6.2929
2512.40   24.9934   95.3182   183.8191  4.6651    5.8654
2512.60   24.9798   95.1004   182.7549  4.6879    5.9704
2512.80   24.9798   95.0883   182.8758  4.9255    6.2050
2513.00   24.9798   95.4029   183.5530  5.0526    6.2978
2513.20   24.9701   96.3586   183.8191  4.5444    6.1243
2513.40   24.9682   96.8062   183.6498  4.0144    6.1903
2513.60   24.9682   96.2739   183.1902  4.2053    5.9216
2513.80   24.9663   95.8747   183.1177  3.4198    6.0633
2514.00   24.9663   95.6206   182.5614  3.2160    5.7970
2514.20   24.9643   95.2819   181.4246  3.4649    5.7457
2514.40   24.9333   94.5318   180.4329  3.6147    5.8459
2514.60   24.8828   93.0075   178.6915  3.5972    6.4834
2514.80   24.7140   88.8580   175.3295  4.0462    7.4606
2515.00   24.4132   76.2642   170.6373  5.2573    9.3221
2515.20   24.0464   57.5490   165.4614  6.4673    10.6119
2515.40   23.7514   43.6366   160.0435  10.1645   12.4563
2515.60   23.4913   36.2812   158.4956  11.6538   14.4033
2515.80   23.3788   31.7929   158.1086  12.8411   15.9106
2516.00   23.2875   29.1556   157.5281  12.1168   17.2908
2516.20   23.3399   26.8207   155.3997  11.7590   18.7492
2516.40   23.3205   25.0665   151.7717  12.3644   19.5676
2516.60   23.2487   25.0060   147.4906  12.6739   20.5692
2516.80   23.2274   26.4215   142.5807  12.1850   21.9861
2517.00   23.3438   28.9620   136.5099  12.8363   24.0381
2517.20   23.7261   32.2889   129.7376  13.9338   25.9924
2517.40   24.2074   36.6199   123.9569  16.2286   26.6154
2517.60   24.9216   40.0315   118.0796  20.3338   24.4534
2517.80   24.9643   41.0477   119.4582  11.2506   21.2776
2518.00   24.6092   39.1967   124.2472  9.0028    19.2989
2518.20   24.1686   37.1401   128.4073  9.3219    18.7126
2518.40   23.8853   34.9988   132.8093  10.6358   19.2622
2518.60   23.7785   32.7002   136.7759  11.6146   20.1783
2518.80   23.8329   30.5589   140.4523  12.0896   20.8501
2519.00   23.9066   29.3128   141.8551  12.2583   21.2654
2519.20   23.9222   28.6838   141.7584  13.0106   21.4242
2519.40   23.9551   28.9983   141.8309  13.3263   21.4242
2519.60   23.9823   29.7484   142.4356  13.2268   21.6441
2519.80   23.9765   30.7525   143.1128  12.9135   21.6685
2520.00   24.0444   31.7203   142.8468  13.1133   21.2043
2520.20   24.0852   32.5550   142.0728  12.1032   20.7524
2520.40   24.0328   33.2567   141.1779  11.8430   20.8501
2520.60   24.0405   33.8495   140.1620  12.2997   21.5341
2520.80   24.0968   34.0068   138.1304  12.9765   22.0349
2521.00   24.0250   33.7527   136.3164  13.1922   22.4014
2521.20   23.9571   33.4140   135.1796  13.0888   22.5479
2521.40   23.9357   33.1478   133.9702  13.3463   22.5357
2521.60   23.9454   32.9906   132.9786  12.3505   22.0227
2521.80   23.9823   32.9422   131.8176  11.3394   21.7540
2522.00   24.0211   33.4866   130.7292  11.1249   22.0716
2522.20   24.0037   33.9463   128.6975  11.6102   22.5846
2522.40   23.9629   35.1077   124.4165  11.8120   22.5724
2522.60   23.9396   36.4505   119.7485  11.9814   22.1204
2522.80   24.0192   37.9143   116.5074  10.8858   21.8639
2523.00   24.2657   40.6000   111.7910  8.8291    24.1725
2523.20   24.1570   44.1447   105.3574  14.0649   31.1469
2523.40   24.5529   45.7053   93.7235   47.3588   41.1506
2523.60   25.1060   45.9473   85.3308   95.0242   93.1599
2523.80   25.5543   47.1933   80.0097   114.4264  97.3861
2524.00   25.4301   49.2862   76.0672   204.4982  100.3298
2524.20   25.3641   52.9639   73.4551   227.8797  96.9586
2524.40   25.3330   57.1377   74.9063   173.0989  61.0969
2524.60   25.3098   61.8558   79.4292   16.9811   35.1655
2524.80   25.2845   65.4972   86.8303   10.4307   23.2930
2525.00   25.2147   67.0336   95.8278   6.9522    21.6441
2525.20   25.0070   58.3958   102.3582  8.5428    20.0562
2525.40   24.6130   48.0039   107.8970  11.8032   20.0440
2525.60   24.3336   39.5233   111.5733  12.7740   20.2883
2525.80   23.8465   37.2369   116.9912  12.6691   20.1417
2526.00   23.9183   36.7772   118.0070  11.9276   19.7753
2526.20   23.9299   37.0191   116.7977  11.3394   18.5391
2526.40   23.6485   35.3254   116.7735  12.4294   18.4854
2526.60   23.3186   34.0794   117.8135  13.3213   17.1858
2526.80   23.1672   33.4866   121.3206  10.8939   16.3479
2527.00   22.8587   34.5754   124.4165  9.4450    16.0156
2527.20   23.0566   35.8456   128.3831  9.5374    15.6883
2527.40   23.2720   37.0917   132.5190  10.8858   15.0507
2527.60   23.4001   38.2047   137.1145  11.1207   14.2543
2527.80   23.4777   39.6685   142.3630  9.3956    13.4457
2528.00   23.5185   41.7251   148.4581  8.7239    12.5589
2528.20   23.5088   45.2335   154.7950  8.4537    11.3912
2528.40   23.4544   51.1977   161.6157  7.7937    10.1796
2528.60   23.4312   58.8918   167.2512  8.4822    9.6592
2528.80   23.4622   64.4689   170.4438  6.2179    9.4271
2529.00   23.7417   68.6547   173.1527  5.0906    8.6601
2529.20   24.1977   69.9734   175.3779  5.6897    8.6772
2529.40   24.3511   62.5938   176.5631  6.4383    8.9996
2529.60   24.0813   59.4241   177.0952  7.1584    9.2342
2529.80   23.9513   59.1822   177.6998  7.6233    9.1389
2530.00   23.8348   61.0936   178.9092  7.0837    8.9141
2530.20   23.7572   64.6625   180.0943  6.2459    8.8018
2530.40   24.1434   68.4249   178.7641  5.6366    9.0070
2530.60   24.6150   62.8599   176.8291  6.3283    9.0216
2530.80   24.9139   60.7670   176.1277  9.0400    9.0851
2531.00   23.9008   67.5901   178.4013  5.7089    9.0460
2531.20   23.4739   76.3247   178.4013  4.5138    8.7529
2531.40   24.3782   76.6997   176.8049  5.6240    7.7928
2531.60   24.6169   73.9535   178.1594  6.0706    7.3604
2531.80   23.6990   78.5628   179.5622  4.7020    7.2188
2532.00   24.0095   79.4822   178.4496  5.2180    6.9183
2532.20   24.1764   82.5550   178.5464  4.9218    7.0136
2532.40   23.9998   86.0876   175.8375  4.2274    7.2554
2532.60   24.5238   84.6480   173.9267  5.1154    6.9525
2532.80   25.0148   85.1319   173.9267  5.6219    6.9623
2533.00   24.5199   87.2248   171.6048  4.4818    7.6072
2533.20   24.8673   87.5272   165.1953  4.4634    8.4646
2533.40   25.3272   64.7351   157.1895  5.7497    9.6665
2533.60   25.5407   63.3801   153.3196  13.0448   11.9067
2533.80   24.9061   66.3562   156.5848  12.9135   13.4359
2534.00   23.9881   73.0704   162.3896  7.3651    10.0452
2534.20   23.8348   79.6758   164.7358  5.3969    9.7374
2534.40   24.3084   81.0307   161.3738  7.7442    8.9703
2534.60   25.2535   76.8812   166.8400  7.4372    7.7977
2534.80   24.8537   80.7767   172.6932  4.6320    7.3995
2535.00   24.5238   86.1723   174.7249  4.0949    6.8597
2535.20   25.1215   91.4711   173.8542  4.1459    6.5225
2535.40   25.4883   93.7213   172.9592  4.4701    6.6178
2535.60   25.5698   94.1447   173.0560  4.7998    6.5079
2535.80   25.5291   93.9874   173.2253  5.0716    6.4419
2536.00   25.4029   93.7939   172.8383  5.2711    6.8181
2536.20   25.3195   93.9269   173.0076  5.2691    7.1577
2536.40   25.2535   94.1568   173.5639  4.9274    6.7644
2536.60   25.3292   94.3383   174.6765  4.9034    6.3662
2536.80   25.3893   94.4955   175.2570  4.8687    6.2953
2537.00   25.3311   94.4592   175.4747  4.7622    6.4712
2537.20   25.2942   94.5076   175.8858  4.6320    6.6398
2537.40   25.3059   94.9552   176.1519  4.7073    6.6667
2537.60   25.3466   95.4875   175.7891  4.8486    6.8719
2537.80   25.3563   95.4996   174.4830  4.9459    6.6300
2538.00   25.3660   95.6085   173.3946  4.8998    6.2856
2538.20   25.2496   95.6206   173.6123  5.0659    6.4590
2538.40   25.2535   95.3061   175.0151  4.8924    6.5738
2538.60   25.2535   95.0036   176.9501  4.6044    6.3735
2538.80   25.2690   94.6407   178.6431  4.6372    6.3662
2539.00   25.2535   94.6286   180.1185  4.8179    6.3564
2539.20   25.2457   94.9794   180.9892  4.7909    6.0095
2539.40   25.2981   95.5117   181.1102  4.4852    6.2392
2539.60   25.4243   95.8989   180.5539  4.7020    6.5372
2539.80   25.5426   96.2134   180.6748  4.8070    6.3418
2540.00   25.5756   96.4554   181.4730  4.7373    6.4346
2540.20   25.5543   96.2497   182.5130  4.6844    6.5299
2540.40   25.5834   96.0561   182.8032  4.7214    6.0511
2540.60   25.6668   96.1408   182.8032  4.9255    5.5527
2540.80   25.8570   96.2134   183.2386  4.7694    5.8727
2541.00   25.6222   96.0319   184.4479  4.6564    6.2685
2541.20   25.5504   95.8747   185.3187  4.7090    6.1805
2541.40   25.6106   96.0077   186.0685  4.8341    6.2001
2541.60   25.4495   96.1892   187.5197  4.7712    6.1292
2541.80   25.3796   96.3707   189.1402  4.5683    5.9289
2542.00   25.3408   96.8304   190.8332  4.5071    6.0169
2542.20   25.1642   96.8183   192.9859  4.3970    6.2001
2542.40   25.1506   96.6005   195.5255  4.2592    5.9949
2542.60   25.1079   96.9030   197.9925  4.2945    5.4990
2542.80   25.0730   97.1207   200.2419  4.3642    5.2718
2543.00   25.2399   96.6610   202.4912  4.2624    5.2522
2543.20   25.4378   96.7578   204.7164  4.0205    5.3866
2543.40   25.6009   96.9393   206.4337  3.7149    5.2596
2543.60   25.7387   96.5884   207.4979  3.6831    4.9860
2543.80   25.7872   96.4796   206.4579  3.7289    5.1936
2544.00   25.7794   96.5279   204.4020  3.6528    5.8043
2544.20   25.7949   96.7820   201.7656  3.7289    5.6602
2544.40   25.7251   97.1328   197.6297  3.9622    5.8288
2544.60   25.6300   97.2175   188.0518  4.3937    6.0511
2544.80   25.5582   96.9030   178.7157  4.9403    6.4053
2545.00   25.4999   96.2255   172.6690  5.0036    6.9891
2545.20   25.5349   95.4512   164.1069  5.6366    7.6634
2545.40   25.5756   94.5318   158.0119  6.6367    8.1055
2545.60   25.5931   93.6487   155.5690  6.8926    7.9932
2545.80   25.6047   93.4188   154.9885  6.4239    8.6967
2546.00   25.5640   93.2858   156.1737  5.7842    7.9712
2546.20   25.5659   93.3583   156.8267  5.7003    7.7196
2546.40   25.5718   93.7818   157.4314  5.6620    7.5339
2546.60   25.5718   94.4955   159.6082  5.3107    7.3775
2546.80   25.5601   95.6569   162.8492  5.1520    7.2163
2547.00   25.5291   96.6610   167.2512  4.9440    6.7546
2547.20   25.4340   97.2901   172.2578  4.7302    7.0893
2547.40   25.2380   97.4595   175.3295  4.8287    6.9745
2547.60   24.9527   96.9272   178.4496  5.0149    6.5592
2547.80   24.6557   96.7336   181.5455  4.9053    6.4468
2548.00   24.4908   96.7336   184.1819  4.7002    6.0388
2548.20   24.4481   97.0119   186.6973  4.5461    5.8068
2548.40   24.4578   97.4232   189.2369  4.4317    6.0095
2548.60   24.4675   97.6772   192.4537  4.4651    6.4150
2548.80   24.5063   97.5442   195.8157  4.6564    6.2123
2549.00   24.5063   97.7256   198.7181  4.7747    6.3100
2549.20   24.4656   97.2659   201.4270  4.5003    5.8678
2549.40   24.4015   96.8909   204.4504  4.9980    5.5625
2549.60   24.3491   97.2417   209.6505  3.7038    5.3426
2549.80   24.4229   97.6288   214.9716  3.7135    5.2131
2550.00   24.5704   97.3506   216.3986  3.8770    5.1447
2550.20   24.6713   97.1570   217.4386  3.7527    5.2620
2550.40   24.7120   97.3990   219.6396  3.8423    5.9118
2550.60   24.8420   97.2054   219.6154  3.5450    5.7408
2550.80   24.9352   96.2255   215.1893  3.6256    5.4232
2551.00   25.0089   94.6891   206.1434  3.9651    5.8752
2551.20   25.0148   92.6809   187.1327  5.7497    6.7571
2551.40   24.9546   91.5558   178.1110  6.9366    7.5876
2551.60   24.9216   91.9308   176.0310  7.3019    7.1235
2551.80   24.9042   93.7697   176.6598  5.0906    7.0942
2552.00   24.7838   94.7375   178.2078  5.0602    6.9061
2552.20   24.7644   95.5238   178.4980  4.9200    6.6716
2552.40   24.7547   96.0682   179.5138  4.6634    6.5274
2552.60   24.6596   96.2376   180.8441  4.5427    6.4492
2552.80   24.5859   95.8263   178.1594  4.6095    6.6716
2553.00   24.5975   94.9915   173.6848  4.7927    7.1699
2553.20   24.6053   93.2858   168.4121  5.3167    8.1984
2553.40   24.5956   91.3380   163.2604  8.2596    8.2301
2553.60   24.5354   91.3259   163.0185  10.8858   7.9419
2553.80   24.5762   93.0801   167.2028  7.0704    7.9223
2554.00   24.6519   94.3987   169.8633  5.3466    7.4215
2554.20   24.6732   95.1004   169.0168  5.1501    7.2163
2554.40   24.6849   95.1004   173.5881  5.3707    6.9012
2554.60   24.7470   94.6165   178.3529  5.3627    6.6789
2554.80   24.7722   95.0520   182.3679  4.8924    6.0120
2555.00   24.8653   95.5964   185.6331  4.7055    5.7872
2555.20   24.9740   96.1892   188.1727  4.6879    6.0975
2555.40   24.9701   96.4796   189.6965  4.5854    6.4859
2555.60   24.9604   97.8829   189.4788  4.8106    6.3173
2555.80   24.9003   98.1732   188.2453  5.1966    6.1146
2556.00   24.8440   97.6046   190.0592  5.2102    5.9362
2556.20   24.7877   97.3385   192.6956  4.6616    5.8703
2556.40   24.7392   97.6772   193.8324  4.4835    5.9631
2556.60   24.7178   97.2659   194.2436  4.4785    6.2001
2556.80   24.6984   96.8062   194.2436  4.3187    6.2953
2557.00   24.6577   96.6610   193.8082  4.4268    6.2172
2557.20   24.5781   96.5884   193.2035  4.7373    6.1146
2557.40   24.5374   96.6489   191.6314  4.3691    6.0633
2557.60   24.5082   96.3949   188.8015  3.9105    6.3369
2557.80   24.4578   95.3303   178.8366  4.5889    7.1015
2558.00   24.3084   89.6806   169.1861  13.9651   8.1764
2558.20   24.0386   77.6434   166.5981  14.5744   9.7374
2558.40   23.5068   81.7687   174.2169  10.8532   8.8848
2558.60   23.2274   90.3823   189.6965  5.4213    7.6951
2558.80   23.2856   96.0924   189.8900  3.9047    6.8084
2559.00   23.6039   97.7498   186.3103  3.8509    6.2098
2559.20   24.3394   98.2458   183.8675  4.1912    6.5079
2559.40   24.6111   97.3869   182.2711  4.0796    6.6496
2559.60   24.6654   96.9998   179.6348  4.1350    6.8352
2559.80   24.7838   97.1328   172.1853  4.2022    7.8075
2560.00   24.9022   96.1892   163.5264  5.0602    8.8115
2560.20   25.0148   93.4793   149.8125  12.7214   9.2171
2560.40   25.0982   90.4186   151.4572  15.1534   8.7895
2560.60   25.0284   89.9468   158.8584  12.6123   9.1047
2560.80   24.8944   92.4994   161.9785  4.6130    8.0225
2561.00   24.8013   87.7934   160.0677  4.8179    7.9394
2561.20   24.6111   78.8652   162.7524  6.3118    8.1642
2561.40   24.0929   69.0419   168.9201  8.8324    8.9508
2561.60   23.3749   70.5420   175.2328  5.7583    8.9117
2561.80   23.5670   74.3770   176.1035  6.4167    8.5306
2562.00   23.9202   70.6146   178.3771  8.3186    8.0982
2562.20   23.3982   76.6030   183.9158  7.5749    7.5461
2562.40   23.6369   88.3015   187.5680  5.0205    6.8694
2562.60   24.0852   93.9269   188.1485  4.5155    6.1366
2562.80   24.3899   96.4191   186.5522  4.2227    6.0462
2563.00   24.3627   97.4111   184.5689  4.1103    6.3442
2563.20   24.3860   97.7377   182.4163  4.2656    6.5909
2563.40   24.4753   97.6046   180.0943  4.5992    6.5372
2563.60   24.5801   96.0077   178.0626  4.8614    6.4175
2563.80   24.6810   93.9027   175.1119  5.1250    6.4346
2564.00   24.7664   93.6366   172.7174  5.1694    6.4712
2564.20   24.8246   94.6770   171.0001  5.2258    6.8914
2564.40   24.8343   95.1972   169.4280  5.3889    7.1333
2564.60   24.8129   95.4150   167.5898  5.3627    7.0942
2564.80   24.8129   95.3424   165.6549  5.3768    7.3482
2565.00   24.8207   94.6165   163.2604  5.5196    7.6756
2565.20   24.8420   93.8422   161.3254  5.6240    7.7464
2565.40   24.8440   93.3220   160.0677  5.6982    7.6072
2565.60   24.8304   93.0317   159.0519  5.7346    7.4264
2565.80   24.7819   93.1164   158.6649  5.6177    7.2676
2566.00   24.6480   93.3583   158.4472  5.5841    7.3336
2566.20   24.6422   93.7818   158.1812  5.6366    7.5363
2566.40   24.6616   94.2415   158.0844  5.7303    7.6927
2566.60   24.6402   94.3624   158.4472  5.7994    7.6756
2566.80   24.5665   94.8343   158.6165  5.6599    7.5046
2567.00   24.5490   95.1851   158.8826  5.5134    7.3262
2567.20   24.5859   95.2335   159.0761  5.5010    7.2603
2567.40   24.6266   95.2577   159.2937  5.5736    7.3751
2567.60   24.6363   95.4754   159.5598  5.6514    7.3507
2567.80   24.5529   95.0883   160.0919  5.6493    7.3336
2568.00   24.5005   94.3020   160.7449  5.6451    7.4337
2568.20   24.4733   93.5882   161.5189  5.6261    7.4386
2568.40   24.4558   93.1164   161.8092  5.7410    7.3849
2568.60   24.4248   93.0196   162.3171  5.9290    7.2920
2568.80   24.4364   93.5398   162.6799  6.0095    7.2114
2569.00   24.4694   94.4108   163.3329  5.8212    7.3360
2569.20   24.6033   94.9431   163.9134  5.5528    7.2578
2569.40   24.7722   95.1367   164.8325  5.5674    7.3287
2569.60   24.9022   94.9068   165.6307  5.6918    7.8759
2569.80   24.9798   94.7012   166.3805  5.5987    7.3922
2570.00   24.9410   94.7617   167.3721  5.4457    7.2065
2570.20   24.8944   95.6327   168.7024  5.2948    6.9842
2570.40   24.9158   95.9352   170.3713  5.2455    6.6764
2570.60   24.9255   95.7295   172.6932  5.1443    6.3808
2570.80   24.9042   96.1771   175.6198  4.9108    6.3906
2571.00   24.8634   96.9635   177.4096  4.8523    6.6032
2571.20   24.8052   97.1328   178.6189  4.8305    6.2880
2571.40   24.6907   97.7014   179.3445  4.8450    6.3271
2571.60   24.5121   97.6167   180.0701  4.9812    6.4150
2571.80   24.3103   97.2175   180.7474  5.1810    6.3760
2572.00   24.3258   97.6288   181.4972  5.2005    6.4590
2572.20   24.3821   97.9676   182.7065  4.7980    6.4615
2572.40   24.3588   98.0402   183.8433  4.4902    6.1195
2572.60   24.3976   97.5200   184.9075  4.6130    5.9924
2572.80   24.5024   97.7377   184.0609  4.7427    6.4419
2573.00   24.5956   96.9514   182.7065  4.8378    6.6325
2573.20   24.7101   96.4554   181.8358  4.9570    6.3637
2573.40   24.8110   96.7336   181.4730  5.1404    6.4077
2573.60   24.8518   96.9635   181.4004  5.1636    6.3857
2573.80   24.8886   96.3828   182.6581  4.9163    6.6374
2574.00   24.9119   96.6368   186.0926  4.8632    5.7408
2574.20   24.8925   97.3143   191.5588  4.6616    5.7750
2574.40   24.8459   97.6772   194.1710  4.5957    6.0511
2574.60   24.7508   97.8103   197.2185  4.6651    5.7750
2574.80   24.6616   97.6288   199.9516  4.3839    5.6895
2575.00   24.6053   97.3869   203.3861  4.2227    5.3597
2575.20   24.5471   97.6046   206.9658  4.0919    5.0397
2575.40   24.4694   97.9071   210.3035  3.7880    5.1325
2575.60   24.4209   97.5079   213.2301  3.6474    5.3133
2575.80   24.4093   97.2054   216.0600  3.5985    5.3499
2576.00   24.3352   98.9731   218.5762  3.5870    5.5280
2576.20   24.3468   98.5260   217.1221  3.5964    5.6154
2576.40   24.3256   98.8885   213.0264  3.6453    5.9068
2576.60   24.3043   98.5260   207.6704  3.8203    5.9238
2576.80   24.2851   97.5353   200.9088  4.0218    6.0816
2577.00   24.2677   97.3299   194.8743  3.9575    6.3632
2577.20   24.3159   96.7621   187.3372  3.8046    6.9192
2577.40   24.4200   94.8290   173.2324  3.8332    8.0019
2577.60   24.5202   90.1897   162.3993  6.0811    9.1600
2577.80   24.4431   81.2009   148.0521  8.4188    10.5851
2578.00   23.9458   71.8135   135.1106  9.3935    12.4423
2578.20   23.3907   66.4009   124.1563  11.0837   14.7997
2578.40   23.3675   64.8907   113.2748  12.4929   17.3222
2578.60   23.4562   63.8879   99.1942   14.7297   18.4729
2578.80   23.4427   60.2151   92.2629   13.8715   19.6383
2579.00   23.4523   61.3386   93.0385   11.0546   20.0655
2579.20   23.4466   65.3135   91.5601   12.9997   20.9517
2579.40   23.3039   67.8628   86.4465   15.3445   21.9835
2579.60   23.0977   67.2466   83.4414   23.9262   19.3032
2579.80   23.2249   69.9166   85.4771   25.8779   17.2081
2580.00   24.0114   76.0300   91.4874   14.4885   15.5523
2580.20   23.8629   79.7632   97.4493   8.2965    14.6977
2580.40   23.7299   85.0187   99.4608   7.3166    14.2340
2580.60   23.1940   83.1340   99.8485   8.1454    13.6028
2580.80   22.8683   75.7038   100.8422  9.0171    14.1539
2581.00   22.6524   70.1462   102.3932  10.0838   14.3797
2581.20   22.8066   65.7243   102.5629  10.8329   14.5399
2581.40   23.1169   61.2662   103.0960  11.2218   14.3579
2581.60   23.3058   57.7504   104.0170  10.6396   13.6004
2581.80   23.4003   57.3034   106.5374  10.5601   12.9546
2582.00   23.5121   61.2903   109.4456  9.9411    12.8818
2582.20   23.5699   64.9994   112.3054  9.1604    12.4860
2582.40   23.4658   69.2159   114.9712  9.5571    11.7286
2582.60   23.2442   71.2094   117.4917  10.3521   10.8764
2582.80   23.3617   70.6899   120.7392  8.0211    10.5948
2583.00   23.6779   76.1870   125.4165  6.5476    10.2476
2583.20   24.0441   82.6870   129.5123  6.1569    9.6140
2583.40   24.2793   86.0094   131.7177  6.0470    9.2498
2583.60   24.3390   87.7250   133.3899  5.8440    9.8495
2583.80   24.2099   87.3022   133.9958  6.1522    10.2549
2584.00   24.1791   85.3449   134.0927  7.2266    10.3884
2584.20   24.2716   81.6359   134.3351  8.2655    10.1748
2584.40   24.3140   78.8450   134.1412  6.9840    10.1797
2584.60   24.3333   81.0318   133.0021  6.2500    10.2525
2584.80   24.2369   83.6173   132.0327  6.3231    10.4030
2585.00   24.1463   84.1368   131.2330  6.1846    10.7186
2585.20   24.2504   84.1972   130.6028  6.0652    10.4491
2585.40   24.2812   86.2027   128.6156  6.0402    10.6288
2585.60   24.5973   87.3626   124.5683  6.1939    12.6875
2585.80   24.7323   87.2055   116.6677  7.3800    16.1156
2586.00   24.4605   79.7874   109.5910  11.3872   18.7546
2586.20   23.4986   72.2242   100.4302  22.1467   24.5448
2586.40   22.9261   56.8080   88.6519   25.9362   29.7766
2586.60   22.6350   45.6566   78.5701   34.1589   36.5137
2586.80   22.6254   41.7663   71.0573   40.8532   43.6392
2587.00   22.9107   38.8305   65.7013   46.7259   45.3508
2587.20   23.0263   39.4104   63.2293   29.9105   42.8623
2587.40   22.6350   41.8630   62.9143   13.2509   38.0432
2587.60   22.8972   44.1827   63.6171   13.4210   35.7732
2587.80   23.3868   47.8313   63.3505   17.2565   35.7368
2588.00   23.5834   51.8183   60.8543   21.0845   36.7201
2588.20   23.4562   50.7793   58.8428   28.3587   38.6987
2588.40   23.4639   47.5051   58.3096   23.0365   40.5924
2588.60   23.1709   45.4150   58.9640   24.9437   39.2814
2588.80   22.9550   45.0042   59.7395   23.3936   38.9051
2589.00   23.1401   46.8165   60.4908   19.0318   37.8611
2589.20   22.9377   50.6343   61.4117   23.8277   36.3923
2589.40   22.8220   53.0627   62.7204   13.4664   35.6276
2589.60   23.0688   55.1408   64.1260   13.1420   36.2467
