Depth     GZ4       GZ3       GZ2       GZ1       IK        DS        BK        GZK3      PS        PZ        NKT       GK
2469.00   4.3590    5.8698    6.6964    6.5102    152.8644  21.6414   6.0948    19.4604   86.3270   9.0500    3.5172    6.6603
2469.20   4.1675    5.9535    6.4069    7.0140    151.2628  21.1344   7.1885    23.7334   83.2600   9.5200    3.5819    6.6013
2469.40   3.9538    5.9264    6.7829    7.1590    147.9611  21.2592   7.1992    28.1406   83.9932   10.0915   3.6586    7.3929
2469.60   3.6419    5.8402    6.6395    7.1762    143.7231  21.2709   5.9433    33.1828   85.1417   11.0490   3.8163    7.6486
2469.80   3.4725    5.7146    6.3278    7.9528    138.3763  21.0232   6.7627    41.4968   82.0137   12.4468   4.1342    6.3177
2470.00   3.5388    5.5915    6.6024    8.5844    132.5367  20.7053   8.2893    67.2690   77.6026   18.1197   4.5304    6.1772
2470.20   4.0521    5.9855    6.7928    7.0828    124.6027  21.5985   7.4457    89.0001   71.8964   20.0569   5.2162    6.2626
2470.40   4.6415    6.7980    6.1150    7.6358    115.1657  21.5459   7.1885    104.8102  66.9477   38.3474   5.9528    6.5598
2470.60   5.3242    7.6819    6.3105    9.6805    104.0779  21.5927   9.0525    111.1586  63.0743   59.5002   7.1884    4.6510
2470.80   6.4219    8.7431    7.8763    11.0813   86.4852   21.8286   25.6089   92.8458   58.6755   88.7556   7.9925    4.5861
2471.00   8.0354    10.2819   13.5560   18.2109   76.5800   21.8696   34.2417   59.4555   53.1158   107.8674  8.5873    4.2064
2471.20   9.2141    11.3012   19.3816   25.1413   66.4778   21.8618   48.8479   44.9884   48.7537   122.0312  8.9062    3.8258
2471.40   10.4199   17.0134   28.9177   39.1005   59.3323   21.8637   55.6236   27.4448   46.7986   118.6912  9.0598    3.9844
2471.60   11.7903   24.0675   41.1379   45.5394   55.6363   21.8442   49.3385   17.4216   47.1285   104.4038  9.0647    4.2777
2471.80   12.6547   28.9671   80.3340   51.4377   56.4494   21.7682   48.7757   16.5767   47.4585   68.8644   8.6587    4.4788
2472.00   13.5093   34.4454   122.6964  61.5999   61.7470   21.5693   43.9909   13.8225   47.2630   42.0708   7.2930    4.4978
2472.20   14.6365   40.8593   162.2758  69.0833   71.9724   21.7175   41.4617   12.5064   46.4687   27.8080   5.1663    4.5813
2472.40   14.1601   66.4779   205.8132  73.2735   82.0254   21.7779   17.8191   11.4785   46.9819   20.3117   3.7124    4.8848
2472.60   10.6753   88.9573   244.0322  66.0482   96.3903   21.5537   13.9782   10.4261   49.3891   15.2796   3.6054    5.1015
2472.80   6.3360    94.1278   116.5739  28.1765   106.7143  21.6141   11.5484   9.5959    53.1891   12.1821   3.6658    5.3773
2473.00   4.7274    92.8352   75.3989   20.2384   116.1020  21.8930   9.5692    9.1076    60.1784   10.4453   3.6923    5.6496
2473.20   3.8630    82.8635   41.9048   15.1192   123.6910  22.0978   6.4689    8.7755    69.2571   9.8491    3.3878    5.9756
2473.40   3.2024    47.8395   28.0767   12.3249   130.5901  22.1972   6.7477    8.8048    73.2649   9.7328    3.3493    6.3358
2473.60   2.5909    31.0476   19.1144   9.6338    135.2470  22.2089   7.2072    9.6960    76.4418   9.5769    3.5344    6.9771
2473.80   2.1464    24.5722   11.9060   8.4615    138.2531  22.2011   6.6166    10.6361   79.9365   9.3023    3.5727    6.0630
2474.00   2.1095    16.7524   9.6277    8.2256    139.6082  22.1738   6.0970    10.9657   82.0381   9.4087    3.6512    6.3372
2474.20   2.3207    15.3761   8.1484    8.0585    140.0764  22.1641   6.4379    10.7240   83.1989   9.6338    3.6717    6.6598
2474.40   2.6572    12.5175   7.3692    7.7120    139.8793  22.1660   6.4379    10.0183   83.2722   9.9505    3.5420    6.3353
2474.60   3.1410    10.3533   7.0476    7.2229    138.1052  22.0646   6.4331    9.6447    81.8548   10.3513   3.4551    6.4671
2474.80   4.1454    9.0952    6.8819    6.9477    133.6208  22.0042   6.3739    9.2101    80.6329   11.0416   3.4935    6.2152
2475.00   5.1203    8.5042    7.0501    7.3188    123.8881  21.9983   6.3715    8.6094    80.5107   11.6601   3.6539    5.8463
2475.20   6.5619    8.7529    7.6883    8.5648    114.4511  21.9554   6.8509    7.9917    80.9629   12.6027   4.4833    5.3446
2475.40   7.9912    9.5433    8.5516    10.2531   105.8273  21.9184   7.3717    8.2725    81.8304   14.4805   4.6782    4.7984
2475.60   9.4057    10.3410   10.2288   11.6663   99.5934   22.0666   8.6657    9.4250    83.1134   16.2791   4.5549    5.2255
2475.80   10.4936   11.2126   11.7427   12.6518   98.9775   22.1621   9.6118    11.0023   84.1031   17.2118   4.7282    5.1010
2476.00   11.0732   11.9365   12.7446   13.4038   98.2875   22.1719   10.4232   11.6152   84.7996   17.0188   4.9323    5.2255
2476.20   11.3802   12.3083   13.4323   15.6328   94.4438   21.9925   10.9775   11.6054   84.8851   15.3464   4.5576    5.2694
2476.40   11.1616   12.4757   14.2412   16.5421   92.0537   21.9905   11.0877   10.8680   83.9565   13.8001   4.2156    5.3104
2476.60   10.2431   12.1113   15.6759   16.8543   104.0039  22.0139   10.5435   9.6667    82.2703   12.4765   3.8376    5.5325
2476.80   9.1110    11.2151   16.6580   16.3652   117.7036  22.0393   9.5550    8.5240    79.9731   11.4745   3.3064    5.7643
2477.00   7.5909    9.6418    14.6766   12.8951   126.5246  22.0705   7.7407    7.5717    76.3319   10.5938   3.1928    6.0307
2477.20   6.3703    8.5978    12.3067   10.9536   134.2368  22.1563   6.4929    6.7586    73.9003   9.6957    3.0760    6.0913
2477.40   5.9553    8.3294    10.7656   9.7346    142.4911  22.2148   6.5436    6.2288    73.7414   8.9411    3.2278    6.3216
2477.60   6.0953    8.6077    9.8800    9.1177    150.0801  22.1699   6.5873    5.7673    76.3196   8.2682    3.0816    6.9361
2477.80   6.4342    9.3512    9.2294    8.4910    156.7081  22.0588   6.1469    5.8137    80.6574   7.5656    3.1386    7.4441
2478.00   6.7215    10.0160   8.5121    7.7660    160.5027  22.2109   5.4665    6.2972    84.7630   7.2143    3.0353    7.6930
2478.20   6.9131    10.2524   7.7403    7.1541    159.0489  22.4118   4.9816    7.0687    88.4286   7.1004    3.1476    8.0547
2478.40   6.9695    10.1096   7.1243    6.6749    157.5952  22.3220   5.1218    7.7182    90.4448   7.2563    3.2102    8.0444
2478.60   6.8762    9.7673    6.6741    6.2866    156.4617  22.1914   5.2039    8.1602    91.3368   7.4048    3.1855    7.6081
2478.80   6.6847    9.3906    6.3871    5.9032    155.7965  22.1114   5.2232    8.2041    91.8744   7.4493    3.3274    7.5749
2479.00   6.5693    8.9425    6.1793    5.6525    155.1312  22.1348   5.2039    7.8818    92.2287   7.4245    3.1217    7.8038
2479.20   6.5472    8.5166    6.0062    5.8000    154.7123  22.0919   5.1828    7.5766    92.6442   7.3751    3.0578    8.0610
2479.40   6.5840    8.1743    5.9716    6.1735    154.1456  22.0120   5.3247    7.5742    92.9619   7.6002    2.9243    7.7906
2479.60   6.6896    7.7705    6.0705    6.5594    153.8499  21.9223   5.4888    7.5717    92.9741   8.0851    3.0486    7.7350
2479.80   6.8762    7.5415    6.0656    6.8838    153.8253  21.8247   5.4261    7.4716    92.7786   8.2410    3.0844    7.9141
2480.00   7.0972    7.4898    5.9814    7.0091    153.9239  21.8130   5.3188    7.1273    92.8275   8.1346    3.1223    8.0805
2480.20   7.3158    7.5588    6.1299    6.8715    154.1456  21.7701   5.2757    6.8026    93.0963   7.6546    3.1245    7.9073
2480.40   7.4411    7.8518    6.3327    6.7093    154.6138  21.7136   5.2562    6.8978    93.7195   7.3652    3.1783    8.0215
2480.60   7.5049    8.0635    6.5034    6.6577    155.2544  21.9301   5.3090    7.1957    94.5259   7.2712    3.3211    7.7160
2480.80   7.4656    8.0684    6.4836    6.8223    156.0182  22.0081   5.5892    7.4887    94.9169   7.2984    3.3890    7.8965
2481.00   7.3281    7.9035    6.4045    7.0435    157.0285  21.9808   5.5603    7.5766    94.7825   7.2736    3.2245    7.8629
2481.20   7.1611    7.8124    6.2635    7.1811    159.1967  21.9710   5.2933    7.4960    94.9413   7.2068    3.2980    7.5632
2481.40   6.9843    7.8247    6.0656    7.1099    161.5375  21.9554   5.2251    7.1835    95.3568   7.0782    3.3090    7.5149
2481.60   6.8639    7.8272    5.9864    7.1738    163.0898  21.7038   5.0727    7.2983    95.6012   6.9446    3.3295    7.7326
2481.80   6.7043    7.7902    5.8800    6.9477    164.0508  21.8228   4.8024    7.3739    95.6012   6.9149    3.2430    8.0996
2482.00   6.5668    7.6720    5.7687    6.5643    163.9029  21.8247   4.9320    7.3837    95.2224   7.0708    3.2016    8.5149
2482.20   6.3998    7.4357    5.6104    6.4758    163.1637  21.7467   5.1180    7.3373    94.1838   7.3429    3.1677    7.9302
2482.40   6.2304    7.2387    5.4743    6.5200    162.9666  21.8657   4.9945    7.2250    93.4629   7.5161    3.2624    7.7770
2482.60   6.0339    7.0664    5.4620    6.5102    164.9378  21.8813   5.2232    7.0639    92.8763   7.4740    3.2992    7.9258
2482.80   5.8767    6.8792    5.4892    6.6921    165.8248  21.8111   5.2679    6.9198    92.5342   7.2167    3.1752    7.5925
2483.00   5.7073    6.7315    5.5164    7.3212    166.0712  21.8130   5.0577    6.8563    92.6075   7.1400    3.2084    7.5656
2483.20   5.5599    6.8128    5.4001    7.6382    164.8392  21.8676   4.9779    6.8368    93.5362   7.3033    3.3184    7.7862
2483.40   5.4912    7.2313    5.3333    7.4564    161.8085  21.9710   4.8668    6.9930    94.4282   7.4419    3.4880    8.2728
2483.60   5.7417    7.7459    5.5683    7.1049    158.4576  22.0958   4.8740    7.4716    95.0758   7.4245    3.6868    7.9556
2483.80   6.5742    8.1571    6.1076    7.3040    155.9443  22.0412   5.4463    8.0942    95.4545   7.3899    3.8402    7.8355
2484.00   7.0776    8.3073    6.9462    8.1642    154.0717  21.9281   6.1219    9.1539    95.3079   7.6175    3.6968    7.3846
2484.20   7.2471    7.7434    6.7805    8.6532    152.8644  21.9379   5.6078    10.2063   94.8069   7.9713    3.5653    7.4861
2484.40   6.7485    7.2707    6.3748    7.3188    152.7165  21.9632   5.6016    10.4407   94.4282   8.1890    3.4598    7.9322
2484.60   6.1272    7.1205    5.8182    7.9946    152.9136  22.0100   5.6016    9.6276    94.4893   8.0332    3.5488    8.3475
2484.80   5.5550    6.9703    5.4249    8.2281    153.1600  22.1114   5.5275    8.4166    94.6237   7.7783    3.5475    7.8253
2485.00   5.1842    6.7758    5.6079    7.6849    153.5789  22.1894   5.4725    8.1602    94.7336   7.6942    3.5121    7.3826
2485.20   4.8355    6.4311    5.9493    7.0681    154.4659  22.1719   5.5418    8.0674    95.2224   7.8006    3.6113    7.7594
2485.40   4.7692    6.1258    6.2362    6.8100    155.2051  22.0529   5.5132    7.9038    95.7722   7.7857    3.4254    8.2513
2485.60   4.9435    6.3228    6.2857    6.7093    156.2646  21.9730   5.4888    7.5424    96.0777   7.6843    3.4765    8.0649
2485.80   5.0909    6.6478    6.2387    6.5913    157.0777  21.9691   5.2348    7.0394    96.3465   7.4790    3.3395    8.3460
2486.00   5.1056    7.1057    6.3946    6.6675    156.3139  21.8676   5.2581    6.8075    96.3343   7.3998    3.4317    7.4802
2486.20   5.0565    7.4160    6.5059    7.1664    154.3674  21.7233   5.9433    6.9930    96.1388   7.5730    3.4338    7.2347
2486.40   4.9411    7.4578    6.4094    7.9086    153.0861  21.6687   5.8279    7.1444    95.7600   8.0356    3.2796    7.7867
2486.60   4.9705    7.4184    6.2263    7.3384    152.7658  21.7175   5.8430    6.9589    95.1491   7.9614    3.3168    7.7404
2486.80   5.1793    7.5883    5.9394    7.0804    153.3571  21.6999   6.0521    6.6536    94.5992   7.7363    3.4373    7.9834
2487.00   5.4224    7.9675    5.7984    7.2229    154.6384  21.6317   5.7232    6.2141    94.3793   7.4493    3.3597    8.3109
2487.20   5.6704    8.3147    6.0903    7.1516    156.1907  21.6200   5.5809    6.1116    94.5015   7.1771    3.2499    7.9395
2487.40   5.9528    8.5363    6.5974    6.8887    158.0633  21.5966   5.4827    6.2679    94.8436   6.9817    3.0738    7.8219
2487.60   6.1812    8.5018    7.0278    6.2964    160.8476  21.5829   5.2815    6.6341    95.2957   6.8481    3.0249    7.7574
2487.80   6.2426    8.2383    7.1070    6.0850    164.3957  21.5634   4.9540    6.8832    95.9066   6.7986    2.9840    7.9078
2488.00   6.1640    7.8789    6.8844    5.9376    167.9438  21.5244   4.9687    6.9076    96.4809   6.7714    2.9337    8.8219
2488.20   6.1788    7.5391    6.5677    5.5763    170.9006  21.4172   4.9926    6.8978    97.0308   6.6947    2.9216    8.9917
2488.40   6.3507    7.3076    6.1719    5.3011    174.1777  21.4932   4.8560    7.1029    97.2263   6.6428    2.8555    8.9029
2488.60   6.2451    7.0861    5.7910    5.2519    176.8634  21.5946   4.6416    7.3764    97.2141   6.7912    2.9541    8.8619
2488.80   5.9528    6.7980    5.4818    5.4141    178.9577  21.5556   4.8237    7.5229    95.9189   7.2291    2.8290    8.8780
2489.00   5.7564    6.4434    5.1577    5.6967    177.5533  21.5244   4.6934    7.4350    93.8294   7.7907    2.9490    8.9761
2489.20   5.6582    6.3006    5.2418    5.3527    170.6295  21.0018   5.1369    7.4032    88.0621   8.5502    3.3440    8.2884
2489.40   5.7122    6.3548    5.3259    5.3650    164.0261  20.8321   6.2040    7.6743    81.2561   9.5547    3.5543    7.4944
2489.60   5.5427    6.5641    5.0810    6.4955    156.4125  20.2041   9.3418    8.2725    74.7067   10.3884   3.6905    6.5437
2489.80   5.3070    6.5444    5.8281    8.1937    155.2544  20.1281   8.6785    8.8854    72.9594   10.7719   3.5443    6.1850
2490.00   4.9705    6.4287    6.3673    13.3743   157.4966  20.9569   7.1726    9.3249    73.7414   9.8714    3.2916    6.4890
2490.20   4.7225    5.9707    6.4638    12.7230   164.4203  21.3821   5.7892    8.7560    77.3949   9.1267    3.1843    6.5315
2490.40   4.3639    5.6285    6.4292    8.5377    168.1656  21.5829   5.5275    7.8501    81.7571   8.7481    3.2217    6.8297
2490.60   4.0029    5.6580    6.6197    7.9479    166.5394  21.5010   5.7380    7.8769    83.1623   8.5329    3.2794    6.6779
2490.80   4.0938    5.7516    7.0798    8.0757    165.1103  21.1285   6.0008    8.4800    79.9853   8.4240    3.3794    6.8433
2491.00   4.0963    5.8254    7.4607    8.6336    166.6626  21.5615   6.0030    9.0709    80.2175   8.4166    3.3589    6.5715
2491.20   4.0447    5.7860    7.2307    9.2701    169.7918  21.4074   5.8647    9.3127    80.7673   8.7308    3.4313    6.7814
2491.40   3.9980    5.7466    6.7038    9.0661    172.9949  21.6882   5.7020    9.4177    79.4477   9.2776    3.6028    6.8360
2491.60   3.9808    6.0249    5.9963    7.9995    169.1265  21.3079   6.1925    10.2869   73.1672   11.5710   3.8085    6.1908
2491.80   3.8900    6.4065    5.9790    8.4591    162.3260  20.7872   8.4004    11.5566   61.1437   15.1658   3.9357    5.2582
2492.00   3.7574    6.4336    6.3253    9.8624    161.6607  20.5376   10.0743   11.9497   51.5029   15.7298   4.0309    5.1176
2492.20   3.7083    6.2120    6.8077    13.4751   163.5580  20.3192   9.0124    9.6081    50.8064   15.4849   3.8764    5.7179
2492.40   3.7795    6.0864    7.7304    14.7530   160.3795  20.7404   9.1807    7.5839    53.8368   14.3097   4.2859    6.0732
2492.60   4.2608    6.1701    9.9221    15.7164   153.8499  20.3543   9.3591    6.5438    63.1354   13.7308   4.6351    6.0366
2492.80   6.6552    7.4431    11.6759   15.9400   150.6714  20.7190   8.1554    6.2337    69.0127   13.6690   5.0117    6.1479
2493.00   9.6144    8.7628    12.4131   10.1843   139.7807  21.3547   7.0177    6.6610    75.3421   16.7120   5.8941    6.2069
2493.20   12.6105   10.5257   10.7409   9.4839    119.6748  21.8852   6.3269    7.9209    77.5171   23.2929   6.5916    4.7696
2493.40   16.0609   13.2463   9.0686    9.7960    99.5688   21.8735   8.7075    15.6757   77.6026   30.6903   6.9702    4.8521
2493.60   19.7446   16.2009   10.9932   15.7926   87.7911   21.8969   13.8341   19.9121   78.2136   36.1578   6.9878    5.2689
2493.80   22.4828   19.1432   15.5844   17.5227   80.6702   22.0939   27.9874   21.3893   80.9995   36.1207   5.7151    5.2157
2494.00   22.3723   21.3591   26.9759   28.1273   79.8325   21.8598   19.3950   21.1940   83.5533   33.2756   4.3984    5.9634
2494.20   15.2063   15.7454   38.1571   39.8870   84.4401   21.7292   14.6617   19.4238   85.6549   16.4819   3.5328    6.6881
2494.40   6.2721    9.9495    38.4045   29.1103   98.2629   21.6473   7.5708    14.3377   84.4819   12.4592   3.4477    6.2670
2494.60   4.8600    7.0023    34.1991   17.4687   111.0016  21.0330   7.8388    11.1488   81.8671   11.7046   3.5101    6.4226
2494.80   3.9293    6.1529    29.2641   13.0646   120.7589  21.1558   6.7878    8.7315    83.0645   12.0064   3.4434    6.4934
2495.00   3.1876    5.4783    15.9456   9.5380    128.8161  21.3899   6.4713    6.7855    81.0973   12.0658   3.4833    5.9971
2495.20   2.6326    5.7836    11.2777   9.3438    131.7482  21.1812   7.3772    6.1262    78.3480   11.8605   3.5528    5.8785
2495.40   2.1120    8.0463    11.8491   10.3269   124.0853  21.1597   10.1117   6.6146    78.7879   11.2370   3.5361    6.1152
2495.60   1.7485    10.4173   12.6704   13.6840   127.8058  21.1714   7.0463    7.1762    83.0523   10.1410   3.3516    6.6301
2495.80   1.5791    10.5478   13.3383   9.8599    137.4892  21.6590   5.9411    7.5546    87.8055   8.8793    3.2501    7.7496
2496.00   1.5152    10.3041   8.5640    8.0487    145.1275  21.9788   5.4342    6.5267    91.2390   8.1766    3.2231    8.1596
2496.20   1.5275    10.7128   8.1410    7.0902    151.4845  21.9691   5.3168    6.4607    93.4140   7.7486    3.1646    8.5100
2496.40   1.6650    10.3976   7.8417    6.2718    154.0963  21.9398   5.4061    6.6805    94.4526   7.5383    3.1135    8.0713
2496.60   1.9278    9.9175    7.4162    6.2177    154.9834  21.8696   5.4442    7.0809    94.5992   7.4097    3.2139    7.4944
2496.80   2.4877    9.5482    7.0080    6.4193    155.5008  21.9067   5.4867    7.1591    94.1838   7.3726    3.1548    7.1728
2497.00   3.1262    9.2823    6.6147    6.4807    155.5254  21.9983   5.5975    7.2738    93.3773   7.6200    3.0237    7.2406
2497.20   3.7328    8.9721    6.1497    6.2202    154.4413  21.9905   5.5975    7.6377    92.4976   7.8080    3.0456    7.6891
2497.40   4.4106    8.6520    5.6599    6.1416    153.4064  21.9808   5.5954    7.6816    92.0943   8.0035    3.2785    7.4924
2497.60   5.1031    8.4255    5.4422    6.0383    152.6426  21.9964   5.8387    7.4545    92.4853   8.0430    3.2010    7.8511
2497.80   5.9062    8.2999    5.7885    6.2620    151.6817  22.0568   6.0970    7.1615    92.7297   7.9614    3.3383    7.3084
2498.00   6.8418    8.2630    6.2165    6.5864    150.9671  22.2304   6.1925    6.8490    92.7053   7.7660    3.5381    7.7155
2498.20   7.8512    8.2334    6.5652    6.9231    150.4004  22.3142   6.1151    6.7538    92.3509   7.5186    3.5224    7.2860
2498.40   8.3669    8.1448    6.9190    7.1836    150.3511  22.1894   5.7316    6.9540    92.2043   7.4790    3.4733    7.3533
2498.60   8.6223    8.1202    7.1218    7.2426    151.3860  22.3045   5.5913    7.1420    92.4731   7.5087    3.3495    7.1235
2498.80   8.5879    8.1743    6.8646    6.3160    151.4845  22.1836   5.5995    7.3666    92.9252   7.4938    3.4360    7.4412
2499.00   8.4062    8.3294    6.7161    5.8270    152.1991  22.1563   5.4322    7.6132    93.8172   7.3726    3.2266    7.5227
2499.20   8.3104    8.4575    6.7161    5.7164    153.7760  22.2421   5.8690    7.8794    94.4770   7.2093    3.3953    7.5891
2499.40   8.1189    8.5166    6.7013    6.1907    156.1168  22.2343   5.7210    8.2139    95.1246   7.0287    3.3158    8.1015
2499.60   7.7701    8.3122    6.6790    6.8715    158.9011  22.2148   5.4362    8.5679    95.6500   7.0905    3.1323    8.5520
2499.80   7.3109    7.7730    6.4515    6.0555    159.0982  22.1855   5.4483    8.8390    95.9800   7.2687    3.1636    8.2069
2500.00   6.8296    7.1254    5.6797    5.4829    158.2604  22.1660   5.5439    8.8439    95.6256   7.4245    3.4074    8.3641
2500.20   6.4096    6.7512    5.2888    5.3944    157.1270  22.1680   5.6328    8.4336    94.9169   7.5755    3.5487    7.1040
2500.40   6.0462    6.6182    5.5832    5.8663    156.0182  22.1699   5.5665    7.8989    94.0005   7.7437    3.4291    7.4719
2500.60   5.7490    6.7660    5.7316    5.7975    155.0080  22.1758   5.5871    7.5766    93.1452   7.9218    3.5674    7.8760
2500.80   5.6631    6.9408    5.7563    5.6500    154.0717  22.1972   5.9126    7.4130    92.3143   8.0901    3.6645    7.9000
2501.00   5.7564    7.1722    5.8627    5.6328    153.3818  22.1992   6.1537    7.4301    92.0699   8.2212    3.4471    8.1264
2501.20   5.8620    7.3717    6.1670    6.1416    152.4455  22.2148   6.1083    7.5497    92.9130   8.2484    3.5406    7.6911
2501.40   5.9406    7.5686    6.3673    6.1465    151.7309  22.2245   5.6852    7.7207    93.6706   8.0183    3.5847    7.8414
2501.60   5.9971    7.7878    6.4515    5.9155    151.1889  22.2265   5.6391    7.8428    94.2571   7.7016    3.6122    8.1694
2501.80   6.0609    7.9527    6.4737    5.8098    151.0164  22.1543   5.5851    7.9355    94.4526   7.3924    3.7668    7.2967
2502.00   6.0609    8.1275    6.3772    5.8638    150.8685  21.8715   5.3941    7.9990    94.4526   7.3305    3.9650    7.7028
2502.20   5.9774    8.2039    6.2486    5.9007    150.8193  21.6921   5.4705    7.9990    94.1105   7.5186    3.8053    7.9063
2502.40   5.8153    7.8887    6.1645    5.7852    150.9178  21.6765   5.5030    7.9380    93.6584   7.6794    3.8472    7.3724
2502.60   5.7097    7.6523    6.1596    5.6943    150.8932  21.6531   5.4061    7.7866    93.1085   7.7684    3.9607    7.7726
2502.80   5.7195    7.6893    6.1497    5.6156    150.6961  21.6258   5.3583    7.5375    92.6320   7.7462    4.0566    6.8726
2503.00   5.8399    7.6671    6.1892    5.6083    150.4250  21.7740   5.4483    7.2763    92.1066   7.6942    4.0890    7.0351
2503.20   6.0511    7.5859    6.3080    5.6967    150.0554  21.8072   5.7508    7.1371    91.9477   7.8550    4.1814    7.6520
2503.40   6.2451    7.7090    6.5182    5.9056    150.4004  21.8091   6.2686    7.0248    92.6320   8.2558    4.2305    7.3206
2503.60   6.4808    7.9355    6.7409    6.4979    151.0164  21.8111   5.6391    6.8954    93.3651   8.3597    3.8003    7.4944
2503.80   6.6110    8.2506    6.9314    7.0705    152.0266  21.6434   5.4463    6.7269    94.1349   7.9045    3.4410    7.5788
2504.00   6.6749    8.3836    6.9734    7.0312    152.0334  21.5237   5.3780    6.5511    95.4445   7.8246    3.4092    7.8150
2504.20   6.7927    8.2408    6.8547    6.4709    153.8764  21.4823   5.2274    6.5877    95.6766   7.2316    3.4547    7.5647
2504.40   6.9082    7.9749    6.6518    6.3087    155.6948  21.6184   4.9424    6.6976    95.7010   6.8635    3.2961    7.7326
2504.60   6.8517    7.9527    6.2140    6.3529    157.4886  21.8866   5.0791    6.6585    95.6155   6.7449    3.2865    7.9522
2504.80   6.7952    8.0635    6.0260    6.3750    159.3808  21.9300   5.0623    6.5438    95.2369   6.8116    3.2010    8.1591
2505.00   6.8345    7.9380    5.8281    6.0777    161.4695  21.9123   5.1281    6.4119    95.2003   6.8758    3.3205    8.4646
2505.20   6.8271    7.6720    5.6104    6.2939    163.3862  21.8708   5.2506    6.6317    95.4079   6.9030    3.3170    7.2387
2505.40   6.7854    7.3126    5.5659    6.8076    165.0817  21.8038   5.1376    6.9979    96.0063   6.9154    3.4000    7.5710
2505.60   6.6552    7.1451    5.5535    6.9575    166.8018  21.7979   4.9206    7.3520    96.5437   6.8758    3.1800    7.9888
2505.80   6.4096    7.1279    5.5535    6.4635    168.5219  21.6559   4.9206    7.3959    96.8246   6.7844    3.0380    7.6550
2506.00   6.1984    7.0590    5.5461    6.6577    169.8489  21.4941   4.8646    7.5937    96.7758   6.6535    3.1542    7.3377
2506.20   6.0806    6.9506    5.5164    6.8838    171.5690  21.5356   4.8040    7.8647    96.5926   6.4805    3.1458    7.1981
2506.40   6.0707    6.7340    5.4447    6.4709    172.7485  21.5415   4.7564    8.1895    96.2872   6.3224    2.9539    7.8770
2506.60   5.9455    6.3326    5.3210    6.5151    173.6331  21.6046   4.8844    8.5801    95.7010   6.2434    3.0059    7.9941
2506.80   5.7048    5.9412    5.1082    6.4537    174.0754  21.7150   5.1262    8.9830    94.9560   6.2582    3.4410    8.3895
2507.00   5.2898    5.6679    4.8411    6.1440    173.6577  21.6716   5.3621    9.3249    94.1133   6.4904    3.5893    7.7887
2507.20   4.8674    5.5497    4.6531    5.8983    171.2250  21.5257   5.6317    9.5080    93.3928   6.8783    3.7124    7.6637
2507.40   4.6439    5.5891    4.7693    6.1932    167.5390  21.5375   5.4438    8.7730    92.9897   7.2983    3.4829    8.0425
2507.60   4.6783    5.7663    5.1602    6.6380    164.3937  21.5592   5.4258    8.0112    93.0020   7.7060    3.3553    8.1337
2507.80   4.7814    5.9953    5.6228    6.8936    161.7398  21.5592   5.4579    7.4618    93.1729   7.6566    3.4943    7.2870
2508.00   4.7937    6.2662    6.0680    6.8518    159.0613  21.5395   5.0754    7.3984    93.2829   7.3255    3.4052    7.7360
2508.20   4.7348    6.4730    6.6221    6.8641    159.3316  21.5908   4.7442    7.5937    93.3073   6.9302    3.5442    7.4441
2508.40   4.7667    6.6527    6.8324    6.7068    162.9930  22.2337   4.9533    7.8452    93.2706   6.8709    3.5851    7.4490
2508.60   4.8625    6.8842    6.3822    6.1391    163.8531  22.1687   5.4539    7.9844    92.9409   7.1847    3.7323    7.6099
2508.80   4.9533    7.2559    5.5906    5.8663    161.0763  21.8117   5.3740    7.9404    92.6356   7.4441    3.7250    7.7923
2509.00   5.1523    7.7385    5.6772    6.2399    156.8989  21.7762   5.4078    7.7524    93.1729   7.2810    3.5932    8.1844
2509.20   5.2579    8.1300    5.7267    6.6134    154.6627  21.7190   5.2216    7.4789    93.7836   6.7968    3.6437    7.5595
2509.40   5.2726    7.8764    5.6228    7.0681    157.6606  21.6874   4.9224    7.3910    94.0523   6.7844    3.5318    7.8231
2509.60   5.1891    7.3544    5.4496    6.9968    159.7248  21.8630   5.0829    7.2958    93.7836   7.1501    3.4096    7.5395
2509.80   5.2161    7.1501    5.2814    6.2227    160.9534  21.8768   5.5064    7.0932    93.4050   7.6022    3.3469    7.2417
2510.00   5.3880    7.1747    5.2888    6.3824    159.5282  21.8708   5.5329    6.7025    93.4783   7.9901    3.4105    7.8167
2510.20   5.6139    7.4652    5.4521    6.6454    158.4470  21.8768   5.3819    6.2532    94.3820   8.1285    3.4293    7.8661
2510.40   5.9037    7.7951    5.7489    6.5692    159.2333  21.5079   5.2992    6.0676    95.4934   7.6665    3.3792    8.3189
2510.60   6.1960    8.0118    6.1670    6.6282    161.1009  21.9004   4.9297    6.0847    96.3239   7.0908    3.4405    7.8676
2510.80   6.4956    8.1546    6.3772    6.9919    163.4353  21.9004   4.8521    6.2019    96.8368   6.8487    3.5140    8.1903
2511.00   6.7583    8.1448    6.1027    6.9304    165.4012  21.5198   4.6609    6.3582    96.9345   6.8511    3.3741    8.2925
2511.20   6.9573    8.0463    5.6772    6.4045    167.3179  21.4803   4.4641    6.5413    96.7758   6.8240    3.1874    8.4656
2511.40   7.0408    7.8542    5.3531    6.0727    169.5049  21.5040   4.8182    6.7538    96.4949   6.6485    3.1541    8.0993
2511.60   6.9622    7.6351    5.0860    5.7852    171.0284  21.4468   4.8414    6.9173    96.1773   6.6065    3.2783    7.7791
