Depth     GZ4       GZ3       GZ2       GZ1       IK        DS        BK        GZK3      PS        PZ        NKT       GK
2554.60   5.7004    7.5259    6.8479    6.9503    146.5536  21.6697   5.8670    7.5504    99.2550   7.7628    3.8312    7.7488
2554.80   5.7589    7.7108    6.9464    7.3807    145.6199  21.6578   5.6650    7.5797    99.6458   7.6590    3.6059    8.0275
2555.00   5.7930    7.7790    6.9341    7.3955    146.6519  21.6776   5.6234    7.4918    99.8779   7.6072    3.4850    7.7336
2555.20   5.7930    7.6062    6.8701    7.3807    148.5195  21.6854   5.4659    7.2694    99.9634   7.5553    3.3951    7.8387
2555.40   5.7784    7.5551    6.7052    7.0665    150.9031  21.6795   5.2622    7.1301    100.0977  7.5009    3.4603    7.3155
2555.60   5.7540    7.5672    6.4296    6.8786    153.7290  21.6874   5.3012    7.0788    100.1221  7.4120    3.3527    7.3943
2555.80   5.7394    7.6524    6.2205    6.8835    156.3091  21.7209   5.2332    6.9542    100.5252  7.2934    3.2610    7.5380
2556.00   5.6760    7.6987    6.1344    6.8687    157.8081  21.7841   5.2973    6.8247    100.9282  7.1822    3.3179    7.4412
2556.20   5.6223    7.6111    6.0310    6.7648    161.1746  21.8432   5.2855    6.6952    101.6121  7.1056    3.3913    7.8412
2556.40   5.5321    7.4601    6.0039    6.6658    164.4428  21.8689   5.1527    6.5950    102.0640  7.0611    3.4317    8.0240
2556.60   5.3931    7.2021    5.8760    6.5842    166.9492  21.8925   4.9717    6.5901    102.0274  7.2193    3.3294    7.4461
2556.80   5.2859    6.9320    5.7259    6.4383    169.5294  21.9024   4.8449    6.5828    101.7465  7.5009    3.3980    7.4177
2557.00   5.1932    6.7494    5.4774    6.2899    171.9622  21.8827   4.9845    6.6097    101.8197  7.7381    3.2646    7.7908
2557.20   5.0152    6.7543    5.1378    6.4061    174.4686  21.8610   4.8432    6.7123    102.1373  7.8443    3.3723    7.8730
2557.40   5.2249    6.8541    4.8622    6.3220    176.0167  21.8491   4.9570    6.8589    102.5525  7.7776    3.5046    7.9468
2557.60   5.4931    7.0123    4.9754    6.2651    175.8938  21.8610   5.2933    7.1277    103.0532  7.5306    3.6825    7.1786
2557.80   5.4858    7.1145    5.3863    6.6906    175.5253  21.8413   5.4841    7.6090    103.4563  7.1452    3.8336    6.7024
2558.00   5.1859    7.0366    5.8711    7.3238    175.2304  21.6618   5.2024    8.3885    103.6273  6.6980    3.8824    6.2853
2558.20   4.9080    6.8663    5.9719    7.5513    175.2304  21.6499   4.6028    8.8870    103.5906  6.5028    3.3651    6.3929
2558.40   4.6081    6.6521    5.4847    6.8464    176.5327  21.9044   4.2347    8.7159    103.2120  6.5127    3.0310    6.9806
2558.60   4.3350    6.3600    4.9902    5.9931    180.7102  22.1174   4.1116    7.2279    102.5037  6.7622    3.0143    7.3111
2558.80   4.1790    6.1142    4.7170    5.3277    186.1162  21.8827   4.2739    6.1038    101.7953  7.1204    2.8917    7.4309
2559.00   4.2058    5.8342    4.4119    5.1472    187.7135  21.6933   4.5724    4.8919    100.8915  7.1007    3.0281    7.3762
2559.20   4.2448    5.4886    4.2372    5.1892    188.9667  21.8630   4.5859    3.9853    99.7680   6.7918    3.2532    7.5449
2559.40   4.3984    5.2184    4.0477    5.3475    189.8513  21.5474   4.3439    3.6579    98.3512   6.5917    3.2577    7.5238
2559.60   4.6520    5.1235    3.8287    5.8397    189.5073  21.2575   4.5421    3.7239    97.1177   6.8734    3.3621    7.0672
2559.80   5.6077    5.3134    3.5507    5.6790    187.0254  21.2496   4.9278    4.2077    96.4582   7.5553    3.5324    6.5572
2560.00   6.6854    5.7223    3.4646    5.3896    181.9880  21.5809   5.6860    5.1827    96.5315   9.0871    3.7777    6.4623
2560.20   7.8240    6.5012    4.0157    5.9560    178.3512  21.6756   5.6965    7.3794    97.4108   8.6967    4.0129    6.0218
2560.40   17.1230   15.1539   5.8538    6.8217    172.8714  21.6539   5.7833    11.8632   98.1314   6.5176    4.1312    5.9738
2560.60   17.5350   16.5097   11.7864   13.4380   165.4012  21.6322   8.2676    21.5394   98.9863   6.6461    4.3060    6.1499
2560.80   15.7528   15.5361   12.7338   11.2268   146.7994  21.6223   6.2214    16.3054   99.6336   8.2471    4.4073    6.5361
2561.00   13.4731   10.7631   7.8150    9.0651    141.1476  21.6006   5.3939    9.5883    100.0977  8.5880    4.2627    6.6149
2561.20   4.2667    6.9125    4.5915    8.4665    147.4628  21.6243   5.2428    7.8583    100.3786  8.1161    3.6300    7.7375
2561.40   3.2427    5.4911    4.3676    7.8976    156.2354  21.6361   4.9900    7.0104    100.2809  7.1970    3.4866    8.2651
2561.60   2.9063    4.5369    5.1304    7.1729    160.8551  21.6618   4.8880    6.3262    99.9878   6.8808    3.4072    7.5727
2561.80   2.9550    3.7191    6.3706    6.5644    161.7889  21.6697   4.7267    6.3360    99.4138   7.2539    3.4640    7.0217
2562.00   3.2720    3.4855    6.4542    6.1365    164.5657  21.6776   5.0530    6.6805    98.6077   7.4342    3.3547    7.1674
2562.20   3.8084    3.5293    5.9252    5.9115    167.6373  21.6835   5.7620    7.1594    97.4597   8.5781    3.3069    7.2099
2562.40   4.2107    3.9990    5.4823    5.7828    168.4974  21.9399   6.4480    7.7166    95.9331   9.7838    3.2804    6.2325
2562.60   4.2740    5.3109    5.2264    5.8100    164.4920  22.0188   8.6163    8.6475    95.0904   10.0581   3.5881    6.0751
2562.80   4.0766    8.3705    5.6373    9.1417    152.8689  22.1095   9.5115    9.4465    95.9819   9.7641    3.9839    6.1621
2563.00   3.6767    10.0742   8.0364    11.1699   140.8035  21.8886   7.4730    9.1753    97.9116   8.8598    4.0979    7.5224
2563.20   3.3476    9.3635    7.5172    11.4519   135.4466  22.0010   5.6588    7.3916    99.0718   8.0914    3.8328    7.8617
2563.40   3.0916    8.3437    6.5600    8.8375    144.6615  22.0405   5.1036    7.1472    99.0474   7.7900    3.4962    7.6515
2563.60   2.9331    7.7474    6.6511    7.7294    154.4416  22.1272   5.4821    7.2376    99.0718   7.5948    3.4033    7.5864
2563.80   2.9063    7.2606    7.2761    7.0072    159.8476  22.0740   5.3090    7.2181    100.1099  7.3996    3.3688    7.3948
2564.00   3.1159    6.9563    7.3278    6.6386    164.4428  21.8886   5.0066    7.1057    101.2579  7.1822    3.3277    7.5053
2564.20   3.5426    6.7616    6.7889    6.5150    165.6715  21.6894   5.2486    6.8833    101.4900  7.0117    3.4576    7.7536
2564.40   4.2155    6.7226    6.1959    6.3369    167.3179  21.6539   5.3345    6.7563    101.4045  6.8536    3.5508    7.5057
2564.60   4.7861    6.7129    5.7800    6.0722    170.5123  21.6499   4.9882    6.6756    101.6121  6.7746    3.3617    7.1341
2564.80   5.4663    6.7713    5.5635    5.9362    173.3874  21.6598   5.0623    6.6512    102.0274  6.7004    3.2215    7.0940
2565.00   5.8905    7.0950    5.4528    5.9609    175.2304  21.6598   5.1338    6.7294    102.0518  6.6560    3.2941    7.4877
2565.20   6.2075    7.2800    5.2387    6.1044    175.6727  21.6598   5.1224    6.8564    102.0640  6.7449    3.3472    7.2006
2565.40   6.2660    7.1900    5.0492    6.0821    176.0167  21.6499   4.9260    7.1277    101.6854  6.9846    3.4229    7.4969
2565.60   6.5293    7.0975    4.9951    5.8669    176.8030  21.6184   5.0325    7.5357    100.8183  7.3329    3.4793    7.3023
2565.80   7.0145    7.7157    4.9729    5.7680    177.1962  21.6283   5.4659    8.0367    98.8642   7.7776    3.3890    6.8481
2566.00   7.3071    8.2901    5.4700    6.2305    172.7485  21.6874   6.6215    8.8332    98.1558   8.1359    3.4687    6.6731
2566.20   7.0072    8.1928    6.8184    8.2290    165.2046  21.8827   6.6435    9.2437    100.3298  8.1557    3.5755    7.5576
2566.40   6.2709    7.7547    6.7840    8.3750    155.3016  21.4113   5.2700    8.5742    101.7831  7.4639    3.5089    7.9106
2566.60   5.3736    7.2192    6.0384    7.5686    167.5390  21.3147   4.9552    7.6604    102.4426  6.9277    3.5322    8.0245
2566.80   4.8958    6.7421    5.5684    7.0294    171.5690  21.3245   5.1168    7.6970    101.9419  6.9351    3.3672    7.4627
2567.00   4.7592    6.3064    5.5094    6.7450    172.5519  21.3245   5.1680    7.7899    100.4152  7.3403    3.3939    7.4720
2567.20   4.9348    5.9949    5.5463    6.4383    174.3212  21.3679   5.0474    7.9633    95.9697   8.1013    3.3917    6.8681
2567.40   5.4663    5.7125    5.1698    6.0895    174.7143  21.3659   5.1775    9.0605    89.1426   9.3564    3.5148    6.0575
2567.60   5.7199    5.8172    4.5276    5.5775    172.4782  21.2437   6.6264    10.6243   85.4055   11.1748   3.5013    5.2204
2567.80   5.3151    6.3989    4.9557    5.3475    167.1458  20.9695   11.5053   11.5235   84.5872   11.5578   3.8085    5.3646
2568.00   4.7665    6.8809    7.3893    11.1798   154.7856  21.0070   12.3268   10.1698   91.5120   9.3959    3.9562    5.9313
2568.20   4.3350    6.8030    7.7805    15.9189   146.7256  21.5119   8.5183    6.6048    96.8368   8.3558    3.5048    6.2540
2568.40   4.0668    6.5669    6.7544    12.0801   148.5932  21.9497   5.6110    5.8131    98.4123   7.5207    3.3194    7.8030
2568.60   3.9717    6.2675    6.6585    8.6000    162.0347  22.0641   5.1054    5.0751    98.8153   7.5899    3.1086    7.1009
2568.80   4.0546    6.0314    6.5059    6.0228    173.5348  21.9990   5.2255    4.8601    98.0215   8.1359    3.1623    7.1561
2569.00   4.4301    5.8050    6.1811    5.1670    173.7068  22.0424   5.2255    4.8161    97.5574   8.3410    3.4924    7.5424
2569.20   5.3639    5.5957    5.7923    5.1200    167.8093  22.1489   5.1890    4.7746    98.4123   8.6943    3.4556    7.0344
2569.40   7.8776    5.7198    5.3125    5.1076    164.8851  22.1923   5.0549    4.9383    98.7176   9.2403    3.6327    6.7845
2569.60   8.9479    6.9003    4.6850    4.8850    163.0176  22.1923   5.1985    5.5027    97.1910   10.9277   4.0697    6.3728
2569.80   16.2014   12.2429   4.5743    4.7292    159.5036  22.1450   5.5780    9.8888    95.5911   11.4416   4.4723    6.0169
2570.00   22.4064   17.2082   5.9867    11.9070   153.9255  22.1174   10.6990   15.2963   95.2980   10.4015   4.8848    5.4394
2570.20   14.1534   20.6158   12.6280   12.9508   143.1134  22.0977   13.7487   21.3684   96.0186   11.1921   5.3208    5.8609
2570.40   7.5753    13.9491   15.0960   16.4210   120.7274  22.0977   8.9203    23.7263   95.8354   12.4398   5.3707    7.0080
2570.60   6.0588    7.5672    10.1132   12.6119   110.5787  22.0977   6.5245    13.5052   94.5652   12.1235   4.3371    7.1292
2570.80   4.8909    6.4719    7.3917    10.7123   117.8277  22.0977   6.0987    9.8962    92.5745   12.1137   3.8973    6.5948
2571.00   4.2131    5.8708    7.2884    8.1425    129.9423  22.0385   7.0240    8.5302    89.9853   12.2545   4.0893    6.1029
2571.20   3.5743    5.3694    9.8253    11.2837   124.5116  21.9596   10.8340   7.7092    88.3488   11.5454   4.2735    5.8653
2571.40   3.0501    4.8972    12.2023   13.5766   120.7765  21.9734   9.3205    7.1203    89.5701   10.6090   4.1049    6.0252
2571.60   2.7453    4.2351    13.1348   11.6052   121.4400  21.9537   6.5996    6.7440    92.4890   9.7616    3.6008    7.3180
2571.80   2.5820    4.1110    11.3656   12.0777   130.3600  22.0405   5.7450    6.4679    94.8828   8.8548    3.3306    7.2715
2572.00   2.5625    4.3812    9.5079    10.5095   138.7148  22.2357   5.6588    6.2627    96.8735   7.9605    3.1435    7.5718
2572.20   2.6746    5.9267    8.2234    8.7410    146.4062  22.2771   5.4841    6.2724    98.8520   7.3305    3.1503    7.9028
2572.40   2.8112    8.3802    7.5271    7.7492    152.6969  22.2673   5.2816    6.4973    100.8305  7.0587    3.0334    7.8862
2572.60   2.8843    9.2905    6.9365    6.9132    157.8081  22.2692   5.2933    6.8833    101.7342  7.0340    3.0116    7.5781
2572.80   2.9282    9.5874    6.4444    6.3863    162.1821  22.2594   5.2158    7.3183    101.1480  7.0117    3.0855    7.3776
2573.00   2.9721    9.4730    6.1294    6.2355    165.0326  22.2692   5.1168    7.6384    99.9023   7.0241    3.1627    7.3908
2573.20   3.0477    9.1396    5.8907    6.0772    166.1875  22.2791   5.2544    7.9878    99.1939   7.0661    3.1349    7.4334
2573.40   3.2549    8.7502    5.8637    5.9683    165.7452  22.2909   5.5166    8.2981    99.2794   7.1600    3.3212    7.0095
2573.60   3.6353    8.2950    5.8046    6.0054    163.9268  22.3008   5.5677    8.6011    99.4993   7.2539    3.3445    6.8833
2573.80   4.1473    8.0127    5.7087    6.8687    161.3958  22.2909   5.4579    8.8528    99.2672   7.3650    3.4472    7.1322
2574.00   4.8373    7.8569    5.8145    7.1531    159.3808  22.2909   5.4158    9.0849    98.5467   7.4910    3.4360    7.0544
2574.20   5.6565    7.7133    5.9252    6.8736    157.4641  22.2929   5.5410    9.1704    97.6673   7.6319    3.4881    6.9963
2574.40   6.2562    7.4309    5.9252    6.4927    155.2033  22.2929   5.6110    9.1387    97.0200   7.8221    3.2889    6.7777
2574.60   6.6927    7.0610    5.9006    6.0698    153.0901  22.3028   5.7556    8.9065    96.2628   8.0321    3.4233    6.7498
2574.80   6.9779    6.7421    5.9203    5.7804    150.6819  22.3028   5.8974    8.6500    95.2614   8.2644    3.4650    6.6002
2575.00   7.0511    6.5377    6.0138    6.0673    148.3475  22.3028   5.8562    8.4911    94.9194   8.5015    3.5491    6.1430
2575.20   6.9901    6.5255    6.1442    6.4507    146.7748  22.3245   5.8368    8.4105    95.1270   8.5831    3.6131    6.2144
2575.40   6.8024    6.6764    6.4887    6.5249    146.0130  22.3343   5.8931    8.3592    95.3346   8.5139    3.5716    6.6383
2575.60   6.5903    6.9271    6.6831    6.4086    145.6199  22.3343   5.9127    8.3739    95.5423   8.4348    3.5195    6.2975
2575.80   6.4074    7.1900    6.9439    6.1613    145.4724  22.3264   5.9236    8.5131    95.6522   8.4497    3.4738    6.4687
2576.00   6.2758    7.4236    7.0792    6.0277    145.8410  22.3146   5.9476    8.6255    95.4812   8.5534    3.5361    6.9361
2576.20   6.1880    7.6500    7.0103    6.0252    146.5291  22.3146   5.9323    8.6597    94.8828   8.4299    3.3555    7.1175
2576.40   6.1709    7.7912    6.9636    6.2775    146.2588  22.3047   5.8649    8.4985    94.4919   8.3162    3.3982    7.2212
2576.60   6.2562    7.8983    6.8824    6.4977    145.3495  22.2949   5.7726    8.3568    94.7362   8.4175    3.5146    6.9723
2576.80   6.3270    8.0175    6.6634    6.5224    144.9318  22.2949   5.7386    8.3665    95.1759   8.5312    3.4317    6.8012
2577.00   6.3148    8.1222    6.5576    6.3492    144.8089  22.2949   5.7049    8.4472    95.5300   8.4842    3.3190    6.6036
2577.20   6.3026    8.1465    6.6314    6.1217    144.9564  22.2949   5.6483    8.4398    95.6277   8.3830    3.4107    6.6667
2577.40   6.4050    8.1076    6.6954    5.9584    146.7994  22.2969   5.6255    8.4154    95.5789   8.3410    3.3713    6.7293
2577.60   6.4586    8.0054    6.7052    5.9411    146.8731  22.2969   5.6234    8.3274    95.3835   8.7190    3.4405    6.4335
2577.80   6.5878    7.9299    6.7175    5.8175    146.6519  22.2969   5.6027    8.2590    95.0049   8.8548    3.2459    6.4995
2578.00   6.7829    7.8715    6.5920    5.7259    146.2588  22.2969   5.5697    8.1222    94.8828   8.8277    3.2932    6.3523
2578.20   6.9609    7.8325    6.4641    5.7284    146.3079  22.2969   5.5472    8.0098    94.7240   8.9561    3.3670    6.2560
2578.40   7.0169    7.9056    6.5034    5.8076    146.6519  22.3067   5.5472    8.1100    94.6019   9.1439    3.0880    5.8868
2578.60   7.0438    8.0029    6.4936    6.3394    147.5857  22.3008   5.5349    8.1906    94.7484   9.2502    3.0808    5.6355
2578.80   7.0340    8.1538    6.5305    6.5719    148.9372  22.2969   5.4902    8.1662    95.0293   8.8845    2.8278    5.8804
2579.00   6.9511    8.2999    6.5994    6.6980    149.9939  22.2988   5.4579    8.0855    95.2125   8.3286    2.7400    6.3626
2579.20   6.8048    8.3388    6.6289    6.7524    150.1904  22.2988   5.4318    7.9291    95.5056   7.8691    2.8456    6.2433
2579.40   6.7439    8.2901    6.6412    6.6733    148.8389  22.2870   5.4238    7.8216    95.7132   7.7208    2.9904    6.2682
2579.60   6.7512    8.1976    6.6314    6.4902    146.8485  22.2771   5.4238    7.6555    95.8842   7.9036    2.9654    6.3044
2579.80   6.7780    8.1587    6.6265    6.4779    146.1359  22.2771   5.4882    7.4844    95.9697   8.2866    3.0085    6.2868
2580.00   6.7585    8.1709    6.6388    6.5966    146.6519  22.2673   5.5883    7.3622    96.1651   8.3657    2.9824    6.2604
2580.20   6.7439    8.2171    6.7397    6.6807    147.9052  22.2692   5.6797    7.2523    96.4216   8.0321    3.0169    7.0393
2580.40   6.6756    8.2366    6.7544    6.6015    149.4287  22.2456   5.8433    7.0984    96.8368   7.7258    3.0606    6.6325
2580.60   6.6147    8.2366    6.6905    6.5842    151.2225  22.1943   5.8261    6.9175    97.5818   7.6640    3.0288    6.8202
2580.80   6.5903    8.2220    6.5846    6.7400    153.2129  22.2259   5.6818    6.8173    98.1803   7.8542    2.9863    7.1244
2581.00   6.5903    8.2220    6.5207    6.8241    155.0313  22.3738   5.5247    6.8320    98.9741   8.0568    3.0563    7.2094
2581.20   6.5951    8.1319    6.4345    6.6634    157.0217  22.4053   5.4118    6.8833    99.7802   8.2273    3.0214    7.2246
2581.40   6.5635    7.9859    6.3927    6.5644    158.9876  22.3738   5.3681    6.9053    100.6106  8.3434    3.1264    7.4568
2581.60   6.5293    7.8666    6.3484    6.7425    160.6586  22.3521   5.3365    6.9664    101.3679  8.3805    3.1854    6.9464
2581.80   6.4830    7.7814    6.0999    6.6856    162.0838  22.3462   5.3463    7.0079    101.9541  8.3138    3.2902    7.0192
2582.00   6.3977    7.7035    5.8489    6.2998    163.4845  22.3521   5.3463    7.0739    102.4426  8.1680    3.3249    7.0613
2582.20   6.3001    7.6646    5.9252    6.0500    164.7377  22.4684   5.3365    7.1741    102.7113  7.9259    3.4043    7.2754
2582.40   6.2489    7.5891    6.1614    5.9263    166.0646  22.5749   5.3090    7.2841    103.0044  7.4540    3.1832    7.6700
2582.60   6.1807    7.4796    6.1393    5.6913    167.2441  22.5651   5.2120    7.3745    103.1510  7.1550    3.1474    7.5898
2582.80   6.1319    7.3750    6.0089    5.6443    167.8339  22.5552   5.0717    7.4453    103.4196  7.3922    3.1746    7.2481
2583.00   6.0417    7.2094    5.8415    5.5256    168.5465  22.5552   5.0493    7.4746    103.6395  7.7035    3.2732    7.5835
2583.20   5.8978    6.9636    5.6791    5.1768    169.3574  22.7327   5.0773    7.3867    103.6517  8.0469    3.2802    7.2603
2583.40   5.7320    6.7957    5.5536    5.0804    170.3649  22.6953   5.1966    7.1717    103.3586  8.4398    3.0782    7.6123
2583.60   5.6394    6.6959    5.4626    5.1744    169.7014  22.7209   5.3227    6.9615    102.7723  8.6868    3.1613    7.6720
2583.80   5.6004    6.7129    5.4626    5.3747    167.0230  22.8491   5.3879    6.8687    102.1617  8.7536    3.2117    7.2686
2584.00   5.5858    6.7470    5.5561    5.5775    164.7377  22.9162   5.4158    6.7514    101.9541  8.3953    3.0500    7.2451
2584.20   5.5711    6.7811    5.7136    5.7606    164.4674  22.9457   5.3641    6.6634    101.8319  7.6689    2.9895    7.8016
2584.40   5.4346    6.7299    5.9277    6.0574    165.7943  22.9674   5.2525    6.5144    102.0518  7.0760    2.8727    7.5204
2584.60   5.2347    6.7178    6.0408    6.3146    167.4899  22.9674   5.1262    6.3897    102.3937  6.9179    2.8605    7.7028
2584.80   5.1713    6.7299    6.0482    6.4655    169.0380  22.9556   5.0530    6.2505    102.7357  6.7869    2.8554    7.9209
2585.00   5.0689    6.7421    5.9621    6.2676    171.6427  22.9260   4.9955    6.2138    102.9922  6.6189    2.8407    8.4411
2585.20   4.9104    6.7567    5.7480    6.3220    175.4270  22.9221   4.9043    6.2847    103.1632  6.4682    2.8554    7.7820
2585.40   4.7422    6.7421    5.5684    6.1341    178.5232  23.1134   4.8093    6.4313    103.1754  6.2779    2.7412    7.7781
2585.60   4.6641    6.7129    5.5069    5.7804    181.5211  23.1370   4.5707    6.6439    103.0655  6.1445    2.7739    8.1820
2585.80   4.5617    6.6034    5.5536    5.1521    184.9367  23.3047   4.4674    6.8907    102.5525  6.0334    2.7502    7.7864
2586.00   4.4155    6.4695    5.4405    4.7564    188.8438  23.5374   4.3841    7.1594    101.4289  6.0926    2.7387    8.3472
2586.20   4.2814    6.2675    5.2338    4.6278    192.7509  23.5571   4.3680    7.4429    100.6351  6.2779    2.7038    8.3018
2586.40   4.1497    6.0144    5.0664    4.4422    196.4123  23.5788   4.3231    7.7117    100.3298  6.6288    2.6852    7.6397
2586.60   4.0083    5.7783    4.9582    4.4744    200.0983  23.5473   4.2645    7.9414    100.4030  6.9895    2.8411    7.5483
2586.80   3.8596    5.6639    4.7244    4.8974    202.4819  23.0010   4.2551    8.1930    100.6961  7.1773    3.0002    7.8866
2587.00   3.7035    5.3377    4.5768    5.1175    203.1699  22.2909   4.3938    8.3616    100.4885  7.2786    3.1488    7.4979
2587.20   3.5938    5.1576    4.3627    5.0581    202.0641  22.2022   4.5237    8.6500    99.6092   7.4021    3.2555    7.6945
2587.40   3.4573    5.2258    4.1757    4.7415    199.0908  22.1923   4.5488    9.1949    99.2916   7.6269    3.2898    7.2578
2587.60   3.3134    5.2209    4.2520    4.4917    196.4615  22.3442   4.8467    9.8228    99.3771   7.9259    3.3235    7.2197
2587.80   3.2183    5.0797    4.5595    5.5231    194.1025  22.4724   5.0288    10.1869   100.1466  7.3132    3.0330    7.4696
2588.00   3.1696    4.9093    4.7982    5.7977    194.0287  22.4467   4.9406    10.2896   100.8305  7.1452    3.1329    7.0139
2588.20   3.2232    4.7584    4.7343    4.9345    195.6260  22.4349   4.7407    8.2346    100.4397  7.3576    3.1756    6.7131
2588.40   3.3354    4.6246    4.5891    4.3532    193.3407  22.4034   4.6833    7.5406    99.4626   7.6368    3.1838    6.2379
2588.60   3.5280    4.5467    4.3430    4.3013    186.0179  22.4645   4.8521    6.8980    98.5833   8.1507    3.3864    6.6163
2588.80   3.8401    4.6124    4.0428    4.9592    173.8297  22.5631   5.0437    6.8833    97.6795   9.1563    3.5761    6.9058
2589.00   4.3277    4.8728    3.9222    5.6221    162.9193  22.3698   6.4148    7.3451    96.6659   9.9741    3.7532    7.1288
2589.20   5.1347    5.3718    4.4464    6.2726    150.6082  22.2594   6.0338    8.1271    95.9209   11.2514   4.0042    7.3527
2589.40   10.2060   6.0192    4.9705    7.0369    141.0984  22.1627   6.4933    8.9114    95.8109   12.1878   4.2010    6.7752
2589.60   17.0230   12.2234   5.7849    8.3379    129.7457  22.5099   6.9827    13.7691   95.1514   12.9710   4.4251    6.2653
2589.80   18.6566   17.1230   6.6339    9.4954    120.0147  23.0759   6.8223    16.7502   93.6492   12.5510   4.7131    5.6888
2590.00   18.5518   17.5660   9.9409    11.1848   110.8244  23.2041   7.4263    24.7159   91.1089   15.0587   4.9310    5.7152
2590.20   16.7475   17.6585   12.7953   12.9533   102.1993  23.2041   11.6333   48.8943   87.8603   17.5170   3.9359    5.8922
2590.40   14.7458   14.7231   14.6284   14.7118   97.8499   21.9596   13.8046   64.5082   84.0376   18.9994   3.7093    6.3606
2590.60   10.8473   12.6129   13.1398   15.7903   93.7707   21.7446   11.1543   43.1765   79.3600   19.5676   3.3279    6.9904
2590.80   6.7341    10.1132   10.3962   16.3938   90.4779   21.3285   10.5423   32.6940   77.0151   19.8888   3.1294    7.2613
2591.00   5.1371    6.6350    12.7584   15.9337   87.1606   21.2673   11.7108   27.3427   75.2320   20.4077   3.1758    6.9821
2591.20   4.3496    5.7272    14.8499   14.8182   84.3838   21.2062   11.1625   26.7563   73.6199   21.2724   3.2250    6.1269
2591.40   4.1326    5.9876    16.7815   13.7645   82.4180   21.1233   11.7671   27.7092   72.0322   21.9642   3.1486    5.7939
2591.60   4.2448    6.4476    18.1841   13.2971   80.3539   21.2811   12.0481   30.5192   70.2614   23.0636   3.1656    6.0824
2591.80   4.5105    11.1622   18.9099   14.0119   78.4372   21.2397   12.3769   31.8632   68.1729   24.3113   3.3641    5.5436
2592.00   4.8641    16.2931   19.8573   14.8652   72.8677   21.7428   14.6369   31.9120   63.6153   25.9066   3.2871    5.4977
2592.20   5.3419    18.3765   21.7274   15.4539   70.3170   21.7448   14.3635   29.8717   62.0185   27.3969   3.2521    5.4358
2592.40   5.9271    21.8815   23.1176   18.3948   67.4719   21.5420   17.5897   25.2535   61.4213   28.9742   3.5314    5.6194
2592.60   6.4659    25.5203   23.1668   19.9159   63.6704   21.1558   16.4085   22.0159   60.6412   30.5763   3.3882    5.7313
2592.80   7.0584    27.1754   23.4990   16.6213   59.8688   21.1480   13.8626   20.2443   58.9956   32.1535   3.6736    5.2788
2593.00   8.4603    29.0130   25.6644   17.8061   54.3258   20.9023   16.6469   19.2303   56.7162   33.4948   4.0089    5.5119
2593.20   10.1670   30.5829   28.6909   18.9587   49.7885   20.8731   22.7691   19.1692   55.6070   34.2151   4.5547    5.9080
2593.40   12.1053   31.8729   30.6102   21.8402   54.9880   20.8867   20.7587   20.0367   58.1180   32.7620   4.9333    6.0866
2593.60   14.5069   33.7471   32.9724   22.3596   59.2311   21.2514   17.9047   20.8186   62.5792   28.7630   5.6178    5.9413
2593.80   17.7862   36.4732   37.1555   22.0999   59.3783   21.9047   16.5181   21.3561   68.4666   24.2424   5.9590    5.9836
2594.00   24.8811   39.7347   40.9449   22.9904   55.0861   22.3903   18.8003   20.5987   74.2443   19.6721   5.9364    5.5787
2594.20   28.2336   44.9921   44.9065   25.5132   53.1731   22.8193   22.7439   19.1570   78.6811   16.3810   4.6521    6.0218
2594.40   25.0884   45.3572   48.3145   28.7410   56.3860   21.4016   24.2553   15.7337   82.5695   15.2956   3.8280    6.5175
2594.60   17.3839   38.2378   53.4695   33.3292   62.2724   21.3294   12.9030   11.9536   85.9337   13.2265   3.5723    7.0972
2594.80   11.6348   28.0273   46.7889   19.0057   73.7016   21.9886   10.0196   9.3170    90.0780   11.9026   3.4956    7.3107
2595.00   9.9403    18.7246   34.7687   13.9500   88.1477   22.4352   7.9728    8.4081    92.3940   11.4729   3.3943    7.5124
2595.20   9.0455    17.2058   16.0655   10.6233   98.7430   22.4079   7.0413    8.1857    92.2111   11.2991   3.1760    7.3337
2595.40   8.2555    16.2663   14.5645   9.1689    105.3406  21.6999   7.4402    9.0409    90.8825   11.1252   3.1278    7.0162
2595.60   7.6874    15.4217   15.2288   9.8813    109.0196  21.4620   8.7903    10.1918   91.7723   10.8644   3.0265    7.0123
2595.80   7.4070    14.7012   15.0074   10.9176   112.1589  22.1114   8.8556    10.9591   91.0653   10.4844   2.9606    6.0616
2596.00   7.2413    14.2923   12.8051   9.7650    114.6606  22.5931   7.2393    11.5284   90.8703   10.0025   2.9370    5.6650
2596.20   7.1486    14.0295   10.8981   9.1813    117.4321  22.1270   8.0796    12.0318   91.7845   9.4237    2.7020    5.9492
2596.40   7.0852    13.8007   9.7490    9.8046    121.4544  22.1153   8.8982    12.3763   93.9785   9.1853    2.6332    6.4812
2596.60   7.0925    13.4891   8.9739    10.4947   126.3352  22.6204   7.1833    12.7648   95.7582   9.2424    2.8043    6.8984
2596.80   7.1291    12.9950   8.4695    9.2976    130.9952  22.6029   6.6836    13.4417   96.5383   9.5032    2.9016    7.0820
2597.00   7.2266    12.1504   7.9995    8.2785    134.1100  22.6165   6.5273    14.4020   96.1604   10.3428   3.0049    7.0520
2597.20   7.5485    11.2206   7.6870    7.2471    135.7287  22.6185   6.6787    15.3525   95.2462   10.8693   3.1377    6.9097
